sseqid,canonical_id,display_name,gbk_type,category,function_class,cassette_role,tier,verification_status,length_bp,organism_context
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR4,ORI_F1_PHAGE__VAR4,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,gold,auto_verified,456,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR5,ORI_F1_PHAGE__VAR5,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,gold,auto_verified,456,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR6,ORI_F1_PHAGE__VAR6,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,silver,unverified,458,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR7,ORI_F1_PHAGE__VAR7,f1 ori,rep_origin,ORI_BACTERIAL,F1_Ori,ori,silver,unverified,456,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR8,ORI_F1_PHAGE__VAR8,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,gold,auto_verified,456,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR9,ORI_F1_PHAGE__VAR9,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,gold,auto_verified,456,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR11,ORI_F1_PHAGE__VAR11,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,silver,unverified,457,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR12,ORI_F1_PHAGE__VAR12,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,silver,unverified,448,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR20,ORI_F1_PHAGE__VAR20,f1 ori,rep_origin,ORI_BACTERIAL,F1_Origin,ori,silver,unverified,459,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR21,ORI_F1_PHAGE__VAR21,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,gold,auto_verified,441,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR23,ORI_F1_PHAGE__VAR23,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,gold,auto_verified,441,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR24,ORI_F1_PHAGE__VAR24,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,gold,auto_verified,429,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR25,ORI_F1_PHAGE__VAR25,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,gold,auto_verified,429,p|h|a|g|e
SPLICIFY_NONCDS_ORI_F1_PHAGE_VAR27,ORI_F1_PHAGE__VAR27,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,silver,unverified,413,p|h|a|g|e
SPLICIFY_NONCDS_ORI_P15A,ORI_P15A,p15A,rep_origin,ORI_BACTERIAL,p15A,ori,gold_seed,verified,546,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_P15A_VAR2,ORI_P15A__VAR2,p15A,rep_origin,ORI_BACTERIAL,p15A,ori,gold,auto_verified,545,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_P15A_VAR4,ORI_P15A__VAR4,p15A,rep_origin,ORI_BACTERIAL,p15A,ori,gold,auto_verified,555,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_P15A_VAR5,ORI_P15A__VAR5,p15A,rep_origin,ORI_BACTERIAL,p15A,ori,silver,unverified,563,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_P15A_VAR9,ORI_P15A__VAR9,p15A,rep_origin,ORI_BACTERIAL,p15A,ori,gold,auto_verified,451,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_P15A_VAR10,ORI_P15A__VAR10,p15A,rep_origin,ORI_BACTERIAL,p15A,ori,gold,auto_verified,688,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_P15A_VAR11,ORI_P15A__VAR11,p15A,rep_origin,ORI_BACTERIAL,p15A,ori,silver,unverified,688,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_P15A_VAR12,ORI_P15A__VAR12,p15A,rep_origin,ORI_BACTERIAL,p15A,ori,gold,auto_verified,712,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_P15A_VAR13,ORI_P15A__VAR13,p15A,rep_origin,ORI_BACTERIAL,p15A,ori,silver,unverified,712,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_ORI_PHAGE_M13_ORI_CL_ORI_PHAGE_001,ORI_PHAGE_M13_ORI__CL_ORI_PHAGE_001,M13 Ori,rep_origin,ORI_PHAGE,M13_ori,ori_phage,silver,unverified,514,p|h|a|g|e
SPLICIFY_NONCDS_ORI_PHAGE_M13_ORI_CL_ORI_PHAGE_012,ORI_PHAGE_M13_ORI__CL_ORI_PHAGE_012,M13 Ori,rep_origin,ORI_PHAGE,M13_ori,ori_phage,silver,unverified,459,p|h|a|g|e
SPLICIFY_NONCDS_ORI_PSC101,ORI_PSC101,pSC101,rep_origin,ORI_BACTERIAL,pSC101,ori,silver,unverified,1370,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_POLYA_BGH,POLYA_BGH,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,gold_seed,verified,225,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_BGH_VAR5,POLYA_BGH__VAR5,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,silver,unverified,223,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_BGH_VAR6,POLYA_BGH__VAR6,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,silver,unverified,223,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_BGH_VAR7,POLYA_BGH__VAR7,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,silver,unverified,228,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_BGH_VAR8,POLYA_BGH__VAR8,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,silver,unverified,228,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_BGH_VAR11,POLYA_BGH__VAR11,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,silver,unverified,232,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_BGH_VAR13,POLYA_BGH__VAR13,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,silver,unverified,208,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_BGH_VAR14,POLYA_BGH__VAR14,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,silver,unverified,208,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_BGH_VAR16,POLYA_BGH__VAR16,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,silver,unverified,197,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_BGH_VAR20,POLYA_BGH__VAR20,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,silver,unverified,303,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SIGNAL_POLYA_SIGNAL_0adc8728,POLYA_SIGNAL_POLYA_SIGNAL__CL_POLYA_SIGNAL_003,Polya Signal,polyA_signal,POLYA_SIGNAL,polyA_signal,polya,silver,unverified,394,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SIGNAL_POLYA_SIGNAL_90d1e41a,POLYA_SIGNAL_POLYA_SIGNAL__CL_POLYA_SIGNAL_005,Polya Signal,polyA_signal,POLYA_SIGNAL,polyA_signal,polya,silver,unverified,260,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SIGNAL_POLYA_SIGNAL_5af6eb80,POLYA_SIGNAL_POLYA_SIGNAL__CL_POLYA_SIGNAL_013,Polya Signal,polyA_signal,POLYA_SIGNAL,polyA_signal,polya,silver,unverified,319,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SIGNAL_POLYA_SIGNAL_95d9423b,POLYA_SIGNAL_POLYA_SIGNAL__CL_POLYA_SIGNAL_017,Polya Signal,polyA_signal,POLYA_SIGNAL,polyA_signal,polya,silver,unverified,527,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SV40_LATE,POLYA_SV40_LATE,SV40 pA,polyA_signal,POLYA_SIGNAL,SV40_late_polyA,polya,gold,auto_verified,131,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SV40_LATE_VAR2,POLYA_SV40_LATE__VAR2,SV40 pA,polyA_signal,POLYA_SIGNAL,SV40_late_polyA,polya,gold,auto_verified,135,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SV40_LATE_VAR4,POLYA_SV40_LATE__VAR4,SV40 pA,polyA_signal,POLYA_SIGNAL,SV40_late_polyA,polya,silver,unverified,144,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SV40_LATE_VAR6,POLYA_SV40_LATE__VAR6,SV40 pA,polyA_signal,POLYA_SIGNAL,SV40_late_polyA,polya,gold,auto_verified,122,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SV40_LATE_VAR7,POLYA_SV40_LATE__VAR7,SV40 pA,polyA_signal,POLYA_SIGNAL,SV40_late_polyA,polya,gold,auto_verified,122,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SV40_LATE_VAR8,POLYA_SV40_LATE__VAR8,SV40 pA,polyA_signal,POLYA_SIGNAL,SV40_late_polyA,polya,gold,auto_verified,120,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SV40_LATE_VAR9,POLYA_SV40_LATE__VAR9,SV40 pA,polyA_signal,POLYA_SIGNAL,SV40_late_polyA,polya,gold,auto_verified,120,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_POLYA_SV40_LATE_VAR12,POLYA_SV40_LATE__VAR12,SV40 pA,misc_feature,UNKNOWN,Sv40-Pa,unknown,silver,unverified,161,u|n|k|n|o|w|n
SPLICIFY_NONCDS_POLYA_SV40_LATE_VAR15,POLYA_SV40_LATE__VAR15,SV40 pA,polyA_signal,POLYA_SIGNAL,SV40_late_polyA,polya,gold,auto_verified,182,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_BACTERIAL_ARABAD_76de9d18,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_001,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,879,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACTERIAL_ARABAD_51d07db1,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_003,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,294,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACTERIAL_ARABAD_4b2faf1a,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_006,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,285,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACTERIAL_ARABAD_b03c1803,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_007,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,285,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACTERIAL_ARABAD_bfcee966,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_012,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,930,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACTERIAL_ARABAD_47456f65,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_013,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,879,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACT_LAC_VAR3,PROMOTER_BACT_LAC__VAR3,lac,misc_feature,UNKNOWN,Plac,unknown,silver,unverified,122,u|n|k|n|o|w|n
SPLICIFY_NONCDS_PROMOTER_BACT_LAC_VAR4,PROMOTER_BACT_LAC__VAR4,lac,promoter,PROMOTER_BACTERIAL,lac_promoter,promoter,gold,auto_verified,122,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACT_LAC_VAR6,PROMOTER_BACT_LAC__VAR6,lac,promoter,PROMOTER_BACTERIAL,lac_promoter,promoter,silver,unverified,105,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACT_SP6,PROMOTER_BACT_SP6,SP6,promoter,PROMOTER_BACTERIAL,SP6_promoter,promoter,silver,unverified,363,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACT_SP6_VAR4,PROMOTER_BACT_SP6__VAR4,SP6,promoter,PROMOTER_BACTERIAL,SP6_promoter,promoter,silver,unverified,295,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACT_T7_VAR4,PROMOTER_BACT_T7__VAR4,T7,promoter,PROMOTER_BACTERIAL,T7_promoter,promoter,silver,unverified,3033,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACT_T7_VAR5,PROMOTER_BACT_T7__VAR5,T7,promoter,PROMOTER_BACTERIAL,T7_promoter,promoter,silver,unverified,3195,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACT_T7_VAR6,PROMOTER_BACT_T7__VAR6,T7,promoter,PROMOTER_BACTERIAL,T7_promoter,promoter,silver,unverified,3221,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACT_TAC,PROMOTER_BACT_TAC,tac,promoter,PROMOTER_BACTERIAL,tac_promoter,promoter,silver,unverified,235,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_BACT_TAC_VAR2,PROMOTER_BACT_TAC__VAR2,tac,promoter,PROMOTER_BACTERIAL,tac_promoter,promoter,silver,unverified,208,b|a|c|t|e|r|i|a|l
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR2,PROMOTER_CMV_ENH_PROM__VAR2,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,587,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR3,PROMOTER_CMV_ENH_PROM__VAR3,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,587,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR4,PROMOTER_CMV_ENH_PROM__VAR4,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,585,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR7,PROMOTER_CMV_ENH_PROM__VAR7,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,589,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR8,PROMOTER_CMV_ENH_PROM__VAR8,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,582,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR12,PROMOTER_CMV_ENH_PROM__VAR12,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,594,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR13,PROMOTER_CMV_ENH_PROM__VAR13,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,619,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR19,PROMOTER_CMV_ENH_PROM__VAR19,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,601,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR21,PROMOTER_CMV_ENH_PROM__VAR21,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,602,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR22,PROMOTER_CMV_ENH_PROM__VAR22,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,570,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR24,PROMOTER_CMV_ENH_PROM__VAR24,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,569,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR25,PROMOTER_CMV_ENH_PROM__VAR25,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,561,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR27,PROMOTER_CMV_ENH_PROM__VAR27,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,617,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR28,PROMOTER_CMV_ENH_PROM__VAR28,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,617,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR29,PROMOTER_CMV_ENH_PROM__VAR29,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,618,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR30,PROMOTER_CMV_ENH_PROM__VAR30,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,553,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR31,PROMOTER_CMV_ENH_PROM__VAR31,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,553,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR32,PROMOTER_CMV_ENH_PROM__VAR32,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,627,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR35,PROMOTER_CMV_ENH_PROM__VAR35,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,647,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR40,PROMOTER_CMV_ENH_PROM__VAR40,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,650,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR41,PROMOTER_CMV_ENH_PROM__VAR41,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,655,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR44,PROMOTER_CMV_ENH_PROM__VAR44,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,659,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR46,PROMOTER_CMV_ENH_PROM__VAR46,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,670,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR47,PROMOTER_CMV_ENH_PROM__VAR47,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,502,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR49,PROMOTER_CMV_ENH_PROM__VAR49,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,673,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR50,PROMOTER_CMV_ENH_PROM__VAR50,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,682,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR51,PROMOTER_CMV_ENH_PROM__VAR51,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,690,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR52,PROMOTER_CMV_ENH_PROM__VAR52,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,726,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR53,PROMOTER_CMV_ENH_PROM__VAR53,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,742,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR54,PROMOTER_CMV_ENH_PROM__VAR54,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,742,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR58,PROMOTER_CMV_ENH_PROM__VAR58,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,silver,unverified,752,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_CMV_ENH_PROM_VAR60,PROMOTER_CMV_ENH_PROM__VAR60,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,767,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_CAG_CL_PROM_ebf93992,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_061,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,270,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_CAG_CL_PROM_0d82339b,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_074,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,1740,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_CAG_CL_PROM_45084956,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_082,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,1656,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_CAG_CL_PROM_797aea45,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_093,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,1677,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_CAG_CL_PROM_7ec2349b,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_102,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,935,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_CAG_CL_PROM_ec8f4a2b,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_139,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,816,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_CAG_CL_PROM_e331912a,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_142,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,1734,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_EF1A_CL_PRO_a3603038,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_018,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,1198,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_EF1A_CL_PRO_7b55a64c,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_026,Ef1A,promoter,PROMOTER_POL2,EF1a,promoter,silver,unverified,1184,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_EF1A_CL_PRO_c4e403ac,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_034,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,546,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_EF1A_CL_PRO_d0f697d7,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_045,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,544,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_EF1A_CL_PRO_85ffdeb2,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_053,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,1179,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_EF1A_CL_PRO_ce847d8b,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_079,Ef1A,promoter,PROMOTER_POL2,EF1a,promoter,silver,unverified,1174,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_EF1A_CL_PRO_a61d5e5b,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_081,Ef1A,promoter,PROMOTER_POL2,EF1a,promoter,silver,unverified,1174,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_EF1A_CL_PRO_ecff9263,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_092,Ef1A,promoter,PROMOTER_POL2,EF1a,promoter,silver,unverified,595,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_EF1A_CL_PRO_55dee39c,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_106,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,1190,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_EF1A_CL_PRO_e4ff1f2d,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_132,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,1168,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_PGK_CL_PROM_6ffceb83,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_064,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,551,m|a|m|m|a|l|i|a|n
SPLICIFY_NONCDS_PROMOTER_POL2_PGK_CL_PROM_343ca844,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_066,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,552,m|a|m|m|a|l|i|a|n
